,delay,mean_temps_x,std_temps_x,mean_temps_y,std_temps_y,phase_x,phase_y
0,36,277.7264865078654,56.63789905515959,138.57522812090485,27.598309122654477,1.7942766618006603,1.923760544611017
1,3,310.67910329069275,67.37987353444872,204.5116838563675,40.73005499412945,0.5070781870306214,0.5436714582596353
2,70,273.3860155426702,55.22298173177278,345.5846275708965,68.82580302518944,3.1204811509576698,3.345670512366986
3,30,311.59034232513056,67.67692145995733,142.23918367579475,28.328013694813222,1.5602405754788349,1.672835256183493
4,50,295.53071860227277,62.44176610592179,177.92237286674785,35.43459179599111,2.3403608632182524,2.5092528842752397
5,87,299.3867899233199,63.69877765046256,721.1019792230115,143.61293523526047,3.783583395536175,4.056625496244971
6,100,289.8991435932113,60.60597153365664,914.1598699846944,182.0618802361063,4.290661582566796,4.600296954504606
7,93,281.39104519859893,57.83248084479486,813.818124918229,162.07805972444268,4.0176194818579996,4.307550784672494
8,103,277.259696418311,56.48573368183016,897.5070527267891,178.74534521987667,4.407679625727709,4.725759598718367
9,10,309.83860442482865,67.10588566188781,182.71857689723004,36.38979224937208,0.7801202877394174,0.8364176280917465
10,117,280.4142575196314,57.514065212080816,730.7947761629628,145.54332935104927,4.953763827145301,5.31125193838259
11,137,300.31732707583825,64.00211642356078,366.92967158330947,73.07683063076476,5.733884114884718,6.147669566474336
12,16,301.34658958236173,64.33763792862229,156.54503718906673,31.177133058237096,1.0141563740612427,1.0873429165192705
13,90,293.088386080011,61.645608586810894,797.9002227713295,158.90788863349601,3.9006014386970875,4.182088140458733
14,0,295.1916083919233,62.33122213143438,219.63770456757047,43.74251688376032,0.3900601438697087,0.41820881404587323
15,107,294.6898909646191,62.16767105936888,934.8263514316102,186.17776695466299,4.563703683275592,4.8930431243367165
16,127,283.85355428924277,58.635215570847016,523.7798954678444,104.31474381709093,5.343823971015009,5.729460752428463
17,26,305.09646107369326,65.56003019344644,145.5083650326705,28.979095987665385,1.4042165179309514,1.5055517305651438
18,147,302.05537021836165,64.56868797096126,250.08101389454438,49.80553311877702,6.123944258754427,6.56587838052021
19,133,301.0700267531421,64.24748330220082,438.5368381101601,87.33794161985193,5.577860057336835,5.980386040855987
20,63,269.37614979595486,53.91583590474343,257.48974904019167,51.28103898495316,2.8474390502488736,3.0529243425348747
21,46,295.4131396768055,62.40343744068691,165.12480389097917,32.88585875131616,2.1843368056703687,2.34196935865689
22,60,281.0483607528861,57.720771732614196,233.24906473893518,46.453322625861176,2.730421007087961,2.9274616983211126
23,164,308.5966465960862,66.7010292164524,164.21179142711256,32.704025385276715,6.787046503332932,7.276833364398195
24,56,280.1172369221224,57.41724171270473,206.88728667171813,41.20317433602581,2.5743969495400774,2.7601781727027634
25,20,310.8248107903755,67.42737162103248,153.8915362457992,30.648668195199882,1.1701804316091262,1.2546264421376199
26,83,299.2780209071583,63.663320861082404,644.6209695001542,128.38116136245725,3.627559337988291,3.889341970626621
27,157,285.69016955134555,59.2339198984952,182.34617851681972,36.315626283957265,6.514004402624135,6.984087194566083
28,66,284.0559487282768,58.70119260443173,293.0,58.35317512384078,2.9644570934097865,3.1783869867486367
29,110,285.1991404894571,59.07385304587662,829.5257105193615,165.20634467782108,4.680721726436505,5.0185057685504795
30,130,290.79318373368216,60.89741292170543,462.029162958639,92.01661651098503,5.460842014175922,5.854923396642225
31,33,303.63571489160404,65.08385258635319,135.26670942909655,26.939392500587225,1.6772586186397476,1.798297900397255
32,153,292.99233712817255,61.61429831487437,190.11822800494417,37.86348895927148,6.357980345076252,6.816803668947735
33,80,301.8769682494036,64.51053206160462,559.8204785305585,111.49249962228235,3.5105412948273784,3.763879326412859
34,43,290.2619489560585,60.72423971193725,146.85231848540496,29.24675452397121,2.0673187625094562,2.2165067144431285
35,40,288.76438862799466,60.236061339523026,146.48254744684863,29.173111813605956,1.9503007193485438,2.0910440702293664
36,143,284.4068645482564,58.815585000069774,275.167234391134,54.80164443198153,5.967920201206543,6.3985948549018605
37,6,303.96648434805587,65.19167762125372,198.71488024396123,39.57557753461062,0.6240962301915339,0.6691341024733972
38,13,319.8353081528336,70.3646355521511,168.3578362018415,33.529741686387375,0.8971383309003301,0.9618802723055085
39,120,293.361465286637,61.73462761332611,735.4011730119367,146.4607282640268,5.070781870306214,5.436714582596353
40,53,281.6336743763124,57.91157369673347,190.01690597076262,37.84330990801226,2.457378906379165,2.6347155284890014
41,123,290.45302244112554,60.78652631293782,644.8892145600196,128.43458440240093,5.187799913467126,5.562177226810114
42,140,285.97031913147293,59.32524374271379,305.600084968004,60.86257772752525,5.85090215804563,6.2731322106880985
43,73,286.6178716046149,59.53633447908105,391.54284024027027,77.97873007873486,3.2374991941185822,3.4711331565807475
44,113,291.83992774064586,61.23863308885793,819.2763472478601,163.16510614998288,4.797739769597417,5.143968412764241
45,97,287.0673822798841,59.682867066500364,859.6095744109715,171.197774624974,4.173643539405883,4.474834310290843
46,150,302.8679371954493,64.83357053815992,221.6682593018253,44.14691727896465,6.2409623019153395,6.691341024733972
47,23,273.8956240558815,55.389105159231235,135.61076283484272,27.007913348864882,1.2871984747700387,1.3800890863513817
48,160,310.33056009341726,67.26625457202141,175.57290136226254,34.96667670353746,6.631022445785049,7.109549838779845
49,76,286.01797517230153,59.34077877534275,460.9313390574246,91.79797654524022,3.354517237279495,3.59659580079451
