freq,psd_x,psd_y,psd_z
3659.755999999999,1.110258794889067e-08,6.427097782928524e-08,2.0779038215791536e-09
3679.754666666666,1.1660467906912365e-08,7.073196574568984e-08,2.2126511025955262e-09
3699.753333333332,4.6566153220130625e-09,1.8058041307209204e-08,9.495496669485415e-10
3719.751999999999,6.8943792296824e-09,3.222207648415866e-08,1.4813965461377715e-09
3739.750666666666,6.6497585453835265e-09,3.287004636518901e-08,1.3365334606284797e-09
3759.7493333333323,4.511111017671051e-09,2.004089789506868e-08,9.907215795486759e-10
3779.747999999999,4.125901701107009e-09,1.769420226021359e-08,8.899874019638073e-10
3799.7466666666655,8.860898020467497e-09,4.8525741661540965e-08,1.574642126380241e-09
3819.7453333333324,2.7195030405968465e-08,1.7793175703132855e-07,4.701520160857704e-09
3839.743999999999,1.9645695336144524e-08,1.2559976026118578e-07,3.343115396060915e-09
3859.7426666666656,3.753982493508396e-09,1.63555151547569e-08,8.793283235670816e-10
3879.7413333333325,3.6116508070557603e-09,1.4824583348911845e-08,8.577466994763641e-10
3899.739999999999,4.547722878938992e-09,2.0828219302933714e-08,9.824396532231412e-10
3919.7386666666657,3.727875797425748e-09,1.4389883610877441e-08,8.576207785823074e-10
3939.737333333332,3.2081693547381053e-09,1.1047828639971153e-08,8.0370086418348e-10
3959.735999999999,2.922704471385641e-09,8.428947098303092e-09,7.103861380870738e-10
3979.734666666666,3.1499159346511515e-09,1.104269043318841e-08,7.212650624106042e-10
3999.733333333332,2.8672318474289026e-09,8.521917159310327e-09,6.848421376548026e-10
4019.731999999999,2.565678375693285e-09,6.168244270358499e-09,6.665718951710496e-10
4039.7306666666655,4.228607774736783e-09,1.893983347160338e-08,9.382477792616797e-10
4059.7293333333323,9.157777911643823e-09,5.594146221955307e-08,1.8450557677433456e-09
4079.727999999999,7.143290486263772e-09,4.126964875518352e-08,1.4582520409876822e-09
4099.726666666666,4.178750344904198e-09,1.9927236669901612e-08,9.33389188021811e-10
4119.725333333332,2.1914974279126685e-09,5.538507572565993e-09,6.215066462905489e-10
4139.723999999999,3.208716765228968e-09,9.940672200531572e-09,7.99822861165061e-10
4159.722666666666,6.913202234568971e-09,3.1502395232056074e-08,1.3514934392723295e-09
4179.721333333332,1.9472212461534027e-08,1.275787643496248e-07,3.5291802113078713e-09
4199.719999999999,5.929515659881922e-08,4.10928291921893e-07,1.019590093949021e-08
4219.718666666666,1.1166544440019587e-08,6.594642670282621e-08,1.9648092028833325e-09
4239.717333333332,2.1168011211535534e-09,4.257736506337571e-09,5.850755375830262e-10
4259.7159999999985,2.047704390655745e-09,3.3378918171245086e-09,5.418607073573596e-10
4279.714666666666,1.918137802737335e-09,3.240837596163094e-09,5.667982212576059e-10
4299.713333333332,2.1917490574474414e-09,3.9996205776298186e-09,5.907805335764664e-10
4319.711999999999,2.826143672948241e-09,8.32290141772183e-09,6.594693338214649e-10
4339.710666666666,3.3308414675545387e-09,1.2622989486117719e-08,8.180450432917768e-10
4359.709333333332,2.2455809671993542e-09,5.365391510147222e-09,5.975747897224158e-10
4379.707999999999,1.901821156658619e-09,4.341144912110528e-09,5.67280524694522e-10
4399.706666666665,2.02901919848303e-09,4.2302418348525775e-09,5.777842539058297e-10
4419.705333333332,1.8667025243025686e-09,2.8360190647198937e-09,5.422237772706486e-10
4439.703999999999,1.8907267679154354e-09,2.786433039098953e-09,5.325023870995325e-10
4459.702666666665,2.0188966280898346e-09,3.5399825208214032e-09,5.319246278667865e-10
4479.7013333333325,1.845713405917488e-09,2.9012982252841628e-09,5.198969527189388e-10
4499.699999999999,1.8063203302156067e-09,2.527954399499575e-09,5.414410228559354e-10
4519.698666666665,1.8704639743679225e-09,2.5972643579828686e-09,5.789870743385706e-10
4539.697333333333,1.807906926056897e-09,2.678628216657044e-09,5.412845059025284e-10
4559.695999999999,1.7092344844005556e-09,2.631429687263614e-09,5.157047795753371e-10
4579.694666666665,1.664025366892584e-09,2.943998965869272e-09,5.199527529770077e-10
4599.693333333332,1.7811602131271526e-09,2.952858340815994e-09,4.942368973910331e-10
4619.691999999999,1.8038058856408654e-09,2.540381685482151e-09,5.066645706590674e-10
4639.6906666666655,1.8116344755028614e-09,2.480295930775124e-09,5.279065697412662e-10
4659.689333333332,1.758623217303064e-09,2.7356823248670486e-09,5.075901492436408e-10
4679.687999999999,1.692237756236855e-09,2.7933203995744182e-09,5.280113604823137e-10
4699.686666666666,2.0871694727514966e-09,6.370192302993474e-09,6.063602859368224e-10
4719.685333333332,5.596414452742817e-09,3.0603664977024195e-08,1.0684769602801186e-09
4739.683999999998,3.0048703232768698e-09,1.1996778986082932e-08,6.796893684774771e-10
4759.682666666666,1.8377919455844035e-09,2.6842686776909412e-09,5.062972033980848e-10
4779.681333333332,1.7055209657737737e-09,2.5776536795116197e-09,5.030023793369778e-10
4799.6799999999985,1.6899498098747484e-09,2.502641465781961e-09,5.317162186914878e-10
4819.678666666666,1.6555536917821023e-09,2.684178440195148e-09,5.278993301749605e-10
4839.677333333332,1.6858418290078388e-09,3.034287940948786e-09,5.322196886302503e-10
4859.675999999999,1.6596404266209175e-09,2.8598056655831817e-09,5.270055801172015e-10
4879.674666666665,1.623497419604443e-09,2.8069515616159577e-09,5.201309471892319e-10
4899.673333333332,1.6363220821041832e-09,2.692823726627267e-09,5.776801331646071e-10
4919.671999999999,1.6600289549726076e-09,2.623483474577342e-09,5.322443746788728e-10
4939.670666666665,1.7297805349565863e-09,2.4926766012187715e-09,4.985827574186277e-10
4959.669333333332,1.6665380684785427e-09,2.547978690256745e-09,5.119946486976936e-10
4979.667999999999,1.6257734386015646e-09,3.1181087297620533e-09,5.872900406458966e-10
4999.666666666665,1.5913797515954352e-09,2.779611518615217e-09,5.45146566423167e-10
5019.6653333333325,1.5822142707348638e-09,2.453519239306389e-09,4.6245791181243686e-10
5039.663999999999,1.7058651592002813e-09,2.5500889844857593e-09,5.039129219624727e-10
5059.662666666665,1.7787991710463362e-09,2.8286376598799217e-09,5.349090160989382e-10
5079.661333333332,1.644591795656902e-08,2.4130215325741446e-08,4.561082416205525e-08
5099.659999999999,4.808435930369373e-08,6.896529297401552e-08,1.4254185964905795e-07
5119.658666666665,6.4045199362192985e-09,1.0245012916458849e-08,1.4463605498624445e-08
5139.657333333332,1.7943943026085726e-09,3.6353120407478494e-09,5.109561064302527e-10
5159.655999999999,1.655465223309908e-09,2.7798819334425895e-09,4.911023959005226e-10
5179.654666666665,1.6907150839205763e-09,3.3156887102083445e-09,5.194987745625927e-10
5199.653333333332,1.6427119242625962e-09,3.038111227510168e-09,4.967793935729848e-10
5219.651999999998,1.5315392484462e-09,2.9670412771355786e-09,4.894149789846767e-10
5239.6506666666655,2.1880081231501475e-09,7.378256548276489e-09,5.611134831558083e-10
5259.649333333332,1.9755117903549555e-09,5.7960214094135565e-09,5.556532944482665e-10
5279.647999999998,1.6266345795566077e-09,2.790269288420077e-09,5.331173700600131e-10
5299.646666666666,1.667023537086537e-09,3.0559701412140624e-09,5.329116883369927e-10
5319.645333333332,1.5724874332944879e-09,3.0081289494062015e-09,4.836025773066535e-10
5339.643999999998,1.6220714345823942e-09,3.202200921320448e-09,4.6399756031688957e-10
5359.642666666666,1.6911567342852361e-09,3.1542128591996448e-09,4.3684269183980163e-10
5379.641333333332,1.6803248718892754e-09,3.0188295159294818e-09,4.609651477213997e-10
5399.6399999999985,1.6204192450251512e-09,2.7760203334897994e-09,4.6192595609447984e-10
5419.638666666665,1.6393009458470432e-09,2.6677083571440744e-09,4.460871500867848e-10
5439.637333333332,1.6225953172753777e-09,2.8938555204214593e-09,4.680436789778327e-10
5459.635999999999,1.5521087459824317e-09,2.7140758918954818e-09,4.892403406705916e-10
5479.634666666665,1.655318335631693e-09,2.648925506019719e-09,5.103432950490794e-10
5499.633333333332,1.5400378688499588e-09,2.4544473821264053e-09,4.857897599823339e-10
5519.631999999999,1.5179704447390693e-09,2.417232981831412e-09,4.307500709674755e-10
5539.630666666665,1.5759943047586724e-09,2.526762420201311e-09,4.2022969063237086e-10
5559.6293333333315,1.6199931794560917e-09,2.6859971208074594e-09,4.449938743830196e-10
5579.627999999999,1.5769390477076534e-09,2.908477038129442e-09,4.5191659008534853e-10
5599.626666666665,1.6347815574734419e-09,3.075728588593046e-09,4.820051009188778e-10
5619.625333333332,1.6203458231135108e-09,2.9821797446238116e-09,4.5976597569014213e-10
5639.623999999999,1.6625882299518539e-09,2.932682947761327e-09,4.673891271989493e-10
5659.622666666665,1.5147282053239338e-09,2.450772987702253e-09,4.790257452975782e-10
5679.621333333332,1.5251977738316082e-09,2.3459276539716354e-09,4.470585491257579e-10
5699.619999999998,1.4745669813055404e-09,2.310305138055149e-09,4.3393306961732024e-10
5719.618666666665,1.5302529674078209e-09,2.4313105325344587e-09,4.179669436169836e-10
5739.617333333332,1.690908675251921e-09,2.926115969976959e-09,4.4969534129974815e-10
5759.615999999998,3.6940111975154837e-09,1.8386126141606294e-08,7.21726956729781e-10
5779.6146666666655,4.594345836301475e-09,2.579943816915004e-08,8.986521843720983e-10
5799.613333333332,1.6688023172631032e-09,3.673885095523231e-09,4.79308609950713e-10
5819.611999999998,1.4840373218378086e-09,2.5404437177715614e-09,4.368558503927161e-10
5839.610666666666,1.5828233820256393e-09,2.607268975726836e-09,4.5607432435635907e-10
5859.609333333332,1.7695565382646923e-09,3.750568333789074e-09,4.790060542276824e-10
5879.607999999998,1.7135243681089846e-09,3.983550687257639e-09,4.617272575447592e-10
5899.606666666665,1.4970223564231476e-09,2.938113579238244e-09,4.284931739886266e-10
5919.605333333332,1.5058101222815355e-09,2.4754316178929975e-09,4.317055027469603e-10
5939.603999999998,1.449540205215251e-09,2.262795626310045e-09,4.3835730972022775e-10
5959.602666666665,1.3855900694347557e-09,2.3059959816223253e-09,4.1769120340099104e-10
5979.601333333332,1.4672712713810212e-09,2.2296079996520956e-09,4.11733064823258e-10
5999.5999999999985,1.4612581172615949e-09,2.4708142721105152e-09,4.2941761454646703e-10
6019.598666666665,1.4817983522433586e-09,2.3813307427328704e-09,4.234291164866098e-10
6039.597333333331,1.4426431367325847e-09,2.4813834660977493e-09,4.2713848301335346e-10
6059.595999999999,1.4088758379326605e-09,2.3978251010356316e-09,4.46586143402908e-10
6079.594666666665,1.4248783909522845e-09,2.274596360340627e-09,4.160237558755173e-10
6099.593333333331,1.4687345258215406e-09,2.2293301964540776e-09,4.1554838981006516e-10
6119.591999999999,1.449054485064777e-09,2.299797705715389e-09,4.170543128802803e-10
6139.590666666665,1.387717167831831e-09,2.1744489009443947e-09,4.3956260695690724e-10
6159.5893333333315,1.3335386688136904e-09,2.035393673379885e-09,4.2351758505446183e-10
6179.587999999999,1.363900806271166e-09,2.005781219979554e-09,3.963529397925888e-10
6199.586666666665,1.434705239537724e-09,1.972046210998854e-09,4.2266449605593315e-10
6219.585333333332,1.4309210926871104e-09,2.0100833149578243e-09,3.990209042467923e-10
6239.583999999998,1.3692602937817018e-09,2.1503442125639673e-09,3.934032104698631e-10
6259.582666666665,1.311349897016918e-09,2.331858476781001e-09,3.9353681995169634e-10
6279.581333333332,1.3912074220244175e-09,2.5713181157552115e-09,3.863082678327994e-10
6299.579999999998,1.4903349447774466e-09,2.744153097256341e-09,4.0087757726369516e-10
6319.578666666665,1.477892977017737e-09,2.038870630351398e-09,3.886995172289956e-10
6339.577333333332,1.4453179461897533e-09,2.0802425417226934e-09,3.94556541279964e-10
6359.575999999998,1.475923988852078e-09,2.094329450314955e-09,3.6524066213593835e-10
6379.574666666665,1.3910151338908508e-09,2.0389710830185863e-09,3.7605814705592453e-10
6399.573333333332,1.322089319209123e-09,2.0722034312467578e-09,3.7577065382909333e-10
6419.571999999998,1.3126948758520558e-09,2.1049196406945404e-09,3.8947642659350636e-10
6439.570666666665,1.3370774040832155e-09,2.081674646536434e-09,3.8413763344159115e-10
6459.569333333332,1.351363192364459e-09,2.0625406150786543e-09,3.625033542456564e-10
6479.567999999998,1.3838388961904843e-09,1.9990055194616427e-09,3.7626731195920126e-10
6499.566666666665,1.3705401279994596e-09,2.142263858357892e-09,3.8448966075519203e-10
6519.565333333332,1.33559839259151e-09,2.0207410273835124e-09,3.7424194436538054e-10
