power_z,freq_mean,freq_std
32.5,77131.23627002045,1568.6703023590298
30.5,61172.12422432198,1491.2251703645472
32.0,72772.84308347058,1666.0925919906272
35.0,102790.53310039066,1686.3912208395866
34.0,91723.34180217536,1746.1706771868899
30.0,57823.18786341522,1691.2914842901268
31.5,68659.38564266266,1702.516133904918
33.0,81653.0666827137,1763.7716471362687
34.5,97033.30331539844,1834.5315936101395
31.0,64773.63018345772,1613.6997851049623
33.5,86536.91441568984,1817.9551744797216
