power_z,freq_mean,freq_std
32.5,81451.60688216434,2000.5998046308716
30.5,64686.333287230744,5205.08388604787
32.0,76811.19351802368,2170.037462092978
35.0,108072.77205019326,2596.1725617710345
34.0,96626.19330188021,1917.9341938608347
30.0,61397.209430775714,6010.5081254444485
31.5,72461.75588406467,2862.0819545587433
33.0,86224.02087754801,1865.3903986045045
34.5,102234.18603568469,2042.916329658465
31.0,68385.65238117785,3752.971550242328
33.5,91269.30859488083,1628.2835263508755
